ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
DD26B5641633CAB7,electric_bike,2022-06-28 21:00:48,2022-06-28 21:22:14,Neil Ave & King Ave,54,High St & 2nd Ave,24,39.990193833333336,-83.01358283333333,39.982784,-83.004787,casual
AD2E87491CCFF25B,electric_bike,2022-06-18 20:38:51,2022-06-18 20:48:52,Neil Ave & Buttles Ave,22,Market District & 3rd Ave,62,39.97736583333333,-83.01160866666666,39.985822,-83.027448,casual
494E164B217921EF,electric_bike,2022-06-18 20:38:52,2022-06-18 20:48:47,Neil Ave & Buttles Ave,22,Market District & 3rd Ave,62,39.977384666666666,-83.01162966666666,39.985822,-83.027448,casual
89B9656A7EB11006,electric_bike,2022-06-05 23:20:59,2022-06-06 00:11:21,Grant Ave & Main St,15,Bicentennial Park,1,39.95749816666667,-82.9900985,39.955924,-83.0032215,casual
95838B1EE6EC624D,electric_bike,2022-06-01 08:45:01,2022-06-01 08:49:48,Grant Ave & Main St,15,Columbus College of Art & Design,26,39.957531,-82.9900575,39.9651575,-82.990458,member
31CCE750C98FB15B,classic_bike,2022-06-12 09:50:18,2022-06-12 09:57:59,Neil Ave & Buttles Ave,22,High St & 4th Ave,48,39.9774165,-83.0115745,39.985221,-83.0054595,member
7C6058EEA735D24C,electric_bike,2022-06-04 14:14:13,2022-06-04 14:37:32,Neil Ave & Buttles Ave,22,Lucas St & Town St,45,39.9774145,-83.0115985,39.9574,-83.01138,casual
0E8ABAD52AABD0B9,electric_bike,2022-06-04 11:17:46,2022-06-04 11:49:33,Neil Ave & 10th Ave,53,Lucas St & Town St,45,39.994053,-83.01429333333333,39.9574,-83.01138,casual
80C60A2427558729,electric_bike,2022-06-20 15:22:13,2022-06-20 15:43:31,Moeller Park at Bruck St,113,Lucas St & Town St,45,39.935969666666665,-82.98890183333333,39.9574,-83.01138,member
0FF214268DAB3C44,electric_bike,2022-06-09 17:50:09,2022-06-09 18:29:28,High St & Crestview Rd,88,Lucas St & Town St,45,40.022587333333334,-83.0136435,39.9574,-83.01138,member
EB05EFD7D27BBDF8,classic_bike,2022-06-04 09:12:47,2022-06-04 09:21:31,Columbus Commons - Rich St,9,Lucas St & Town St,45,39.957608,-82.998107,39.9574,-83.01138,member
C5E0E08D0B3C4CFB,electric_bike,2022-06-14 14:38:17,2022-06-14 14:54:10,Neil Ave & 10th Ave,53,Livingston Park,14,39.994029833333336,-83.01428433333334,39.951377,-82.9790935,member
07DDB43F16634680,classic_bike,2022-06-11 16:05:05,2022-06-11 16:24:43,Neiland and Nationwide,96,Northwest Blvd & 3rd Ave,93,39.967324,-83.0191557,39.9847325,-83.039975,casual
