ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
1056F8259B800DC4,electric_bike,2022-04-14 16:01:46,2022-04-14 16:11:16,Library - Linden Branch,102,Linden Transit Center,103,40.012983,-82.9683085,39.99355,-82.9811075,member
F8FA5F96E3F63771,electric_bike,2022-04-10 13:23:23,2022-04-10 13:47:15,High St & Warren,23,High St & Crestview Rd,88,39.97756733333333,-83.00354316666666,40.022519,-83.013642,member
FB46AA7276FF0F7A,classic_bike,2022-04-27 22:09:13,2022-04-27 22:46:21,Wellesley Dr & Lane Ave,75,High St & Crestview Rd,88,40.0071635,-83.0516705,40.022519,-83.013642,member
9148DED13DCAC096,classic_bike,2022-04-10 16:11:31,2022-04-10 16:27:12,Stelzer Rd & Morse Rd,67,Easton Square Pl & Townsfair Way,116,40.0566725,-82.910212,40.0488005,-82.9152355,casual
0CB0C950FAC3B2DE,classic_bike,2022-04-10 16:10:53,2022-04-10 16:27:08,Stelzer Rd & Morse Rd,67,Easton Square Pl & Townsfair Way,116,40.0566725,-82.910212,40.0488005,-82.9152355,casual
03C401B096327711,classic_bike,2022-04-17 17:20:31,2022-04-17 17:41:12,Sensenbrenner Park,16,Moeller Park at Bruck St,113,39.9685285,-83.001614,39.93589714085142,-82.98883236944674,casual
42DB97458BC0AB91,classic_bike,2022-04-29 22:20:20,2022-04-29 22:25:42,Jaeger St & Whittier St,59,3rd St & Sycamore St,10,39.9446015,-82.9894985,39.949433,-82.995355,member
92DDF03B64A8D4B6,electric_bike,2022-04-11 20:32:03,2022-04-11 20:39:24,High St & Crestview Rd,88,Summit St & Hudson St,89,40.022544333333336,-83.0136435,40.0146755,-83.000232,casual
EB07DA0A0500FFCA,electric_bike,2022-04-10 18:32:04,2022-04-10 18:37:38,Library - Whetstone Branch,110,High St & Crestview Rd,88,40.041196166666666,-83.01914533333333,40.022519,-83.013642,casual
92259B353930BAE2,electric_bike,2022-04-02 13:40:10,2022-04-02 13:52:31,Lucas St & Town St,45,High St & Broad St,13,39.9574095,-83.01145466666667,39.962012,-83.001122,casual
D54B2AF482563E4C,classic_bike,2022-04-02 13:42:30,2022-04-02 13:53:32,Lucas St & Town St,45,High St & Broad St,13,39.9574,-83.01138,39.962012,-83.001122,casual
BC99C005C6BD8C75,classic_bike,2022-04-15 13:25:59,2022-04-15 13:37:01,North Market,20,Weinland Park - 6th Ave,49,39.9721975,-83.0035705,39.9887625,-82.999556,casual
FE3A0D8DB1FCCAFB,classic_bike,2022-04-24 12:22:42,2022-04-24 12:25:01,Northwest Blvd and Zollinger Rd,73,Northwest Blvd and Zollinger Rd,73,40.0189615,-83.0575055,40.0189615,-83.0575055,casual
3E1C4B57258F18AB,classic_bike,2022-04-24 10:56:43,2022-04-24 11:14:15,High St & Warren,23,Bank St & Frankfort St,8,39.977479,-83.0035065,39.9465955,-83.0003495,casual
00C094E7A1C43287,electric_bike,2022-04-20 06:40:52,2022-04-20 06:51:42,GO FITNESS IV (Italian Village) 4th/1st,47,Neil Ave & 10th Ave,53,39.9806325,-82.99808983333334,39.9940515,-83.014305,member
