ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
864F163B1151C5DF,classic_bike,2022-01-20 17:57:24,2022-01-20 17:59:32,Front St & Beck St,3,Bank St & Frankfort St,8,39.950149,-83.0002435,39.9465955,-83.0003495,member
13BB5ECDAB30A747,classic_bike,2022-01-28 18:49:25,2022-01-28 18:56:22,Scioto Audubon Center,4,Bank St & Frankfort St,8,39.945884,-83.0090465,39.9465955,-83.0003495,member
99A68BC494138ACE,classic_bike,2022-01-27 19:05:01,2022-01-27 19:11:55,Scioto Audubon Center,4,Bank St & Frankfort St,8,39.945884,-83.0090465,39.9465955,-83.0003495,member
84618D3D8240B379,electric_bike,2022-01-05 12:52:39,2022-01-05 13:38:37,Bicentennial Park,1,Scioto Audubon Center,4,39.9559555,-83.00325566666666,39.945884,-83.0090465,casual
C2ABF3F51B578557,electric_bike,2022-01-17 16:14:24,2022-01-17 16:22:09,Neil Ave & Buttles Ave,22,City Hall,2,39.97738416666667,-83.01162116666667,39.962989,-83.004253,member
2F66CB189795DE60,classic_bike,2022-01-03 16:34:48,2022-01-03 16:41:08,Dorrian Commons - Mound St,5,Bank St & Frankfort St,8,39.9546,-82.998983,39.9465955,-83.0003495,member
8229A758EBE83907,electric_bike,2022-01-19 19:59:08,2022-01-19 20:07:47,Library - Whetstone Branch,110,High St & Crestview Rd,88,40.04123933333333,-83.01904766666667,40.022519,-83.013642,casual
66D442C467E63DA5,electric_bike,2022-01-09 12:23:58,2022-01-09 12:26:51,High St & Broad St,13,,,39.9624425,-83.00137533333333,39.96,-83.0,member
B08E2D3DF421CE85,electric_bike,2022-01-09 17:21:48,2022-01-09 17:30:43,High St & Broad St,13,,,39.962455166666665,-83.00138583333333,39.95,-82.98,member
1CE1737AC14A433E,electric_bike,2022-01-19 18:22:03,2022-01-19 18:52:52,High St & Hudson St,86,Columbus College of Art & Design,26,40.014556166666665,-83.01114116666666,39.9651575,-82.990458,casual
5706C90F75EEDFD9,classic_bike,2022-01-05 20:50:33,2022-01-05 20:57:31,Front St & Town St,82,Sensenbrenner Park,16,39.9590745,-83.001959,39.9685285,-83.001614,casual
230B376B439FBBC4,classic_bike,2022-01-08 02:03:02,2022-01-08 02:20:18,High St & 11th Ave,51,Summit St & Hudson St,89,39.9947255,-83.0071245,40.0146755,-83.000232,casual
06048C4E5DA4503B,classic_bike,2022-01-29 19:03:45,2022-01-29 19:22:45,High St & 2nd Ave,24,Neil Ave & 10th Ave,53,39.982784,-83.004787,39.9940515,-83.014305,casual
5C51B4C86327EFEF,electric_bike,2022-01-07 16:44:50,2022-01-07 17:08:58,Columbus College of Art & Design,26,Grandview Ave & 3rd Ave,78,39.965153,-82.99048616666667,39.985158,-83.0445105,casual
A85874006EC019EE,docked_bike,2022-01-26 22:32:16,2022-01-26 22:50:05,Jaeger St & Whittier St,59,3rd St & Gay St,18,39.944602,-82.989499,39.963983,-82.998648,casual
B7ABF614AC901DF4,classic_bike,2022-01-28 12:55:37,2022-01-28 13:14:12,Wellesley Dr & Lane Ave,75,Neil Ave & King Ave,54,40.0071635,-83.0516705,39.9902415,-83.013582,member
DA2BD5288604AAAD,electric_bike,2022-01-07 05:09:23,2022-01-07 05:25:21,,,Dorrian Commons - Mound St,5,39.95,-82.96,39.9546,-82.998983,member
D18844C222CCB926,classic_bike,2022-01-10 18:22:50,2022-01-10 18:28:11,North Market,20,North Market,20,39.9721975,-83.0035705,39.9721975,-83.0035705,member
566854B4176DEE91,docked_bike,2022-01-26 23:10:54,2022-01-26 23:27:34,Lucas St & Town St,45,Sensenbrenner Park,16,39.9574,-83.01138,39.968529,-83.001614,casual
8F91D5142A542E15,electric_bike,2022-01-01 15:03:41,2022-01-01 15:31:55,High St & Hudson St,86,Columbus College of Art & Design,26,40.01459116666667,-83.01116166666667,39.9651575,-82.990458,casual
D492AFDED0D97AFC,electric_bike,2022-01-08 16:09:56,2022-01-08 16:23:25,Grandview Ave & 3rd Ave,78,Kilbourne St & Vine St,21,39.9851845,-83.04455333333334,39.97125,-83.0075375,member
6C1ABFFFC120A71F,electric_bike,2022-01-22 12:52:11,2022-01-22 13:18:54,Columbus Commons - Rich St,9,Columbus Commons - Rich St,9,39.957624833333334,-82.99805933333333,39.957608,-82.998107,casual
6654BD686F193302,electric_bike,2022-01-12 20:54:37,2022-01-12 21:15:20,Front St & Town St,82,High St & King Ave,50,39.959178666666666,-83.00171,39.9901425,-83.0058285,casual
D145EB119CE6B7B3,classic_bike,2022-01-19 15:51:04,2022-01-19 16:30:24,Northwest Blvd & 3rd Ave,93,High St & Hudson St,86,39.9847325,-83.039975,40.014607,-83.0110875,casual
E4D3497C74C1F23C,classic_bike,2022-01-19 15:14:23,2022-01-19 15:59:17,GO FITNESS IV (Italian Village) 4th/1st,47,GO FITNESS IV (Italian Village) 4th/1st,47,39.980568,-82.998027,39.980568,-82.998027,casual
EB2EBD5A02CA698C,docked_bike,2022-01-07 23:01:26,2022-01-07 23:11:30,Lane Ave at Olentangy Trail,60,High St & 17th Ave,52,40.006583,-83.020464,40.001107,-83.008388,casual
BF06D8FF79B7AC1F,electric_bike,2022-01-09 17:38:56,2022-01-09 18:03:02,Lane Ave at Olentangy Trail,60,Topiary Park - Town St,29,40.006561,-83.02040033333333,39.9602635,-82.9868825,member
B25914E5F068ADF0,classic_bike,2022-01-12 18:16:32,2022-01-12 19:00:37,Taylor Ave & Long St,90,Taylor Ave & Long St,90,39.9679915,-82.9617595,39.9679915,-82.9617595,casual
6173B8AF00C34A1A,electric_bike,2022-01-12 16:19:42,2022-01-12 16:26:15,Bicentennial Park,1,Library - Main Branch,28,39.9559605,-83.003191,39.961557,-82.9908445,member
6D1A875350B29D22,classic_bike,2022-01-23 10:20:26,2022-01-23 10:32:13,Parsons Ave & Oak St,30,Lucas St & Town St,45,39.9632325,-82.981344,39.9574,-83.01138,casual
3804186DF893F280,classic_bike,2022-01-22 10:47:31,2022-01-22 11:07:45,Neil Ave & King Ave,54,Wellesley Dr & Lane Ave,75,39.9902415,-83.013582,40.0071635,-83.0516705,member
489AD5CB7ECEF718,classic_bike,2022-01-28 04:43:46,2022-01-28 05:03:54,Neil Ave & King Ave,54,Wellesley Dr & Lane Ave,75,39.9902415,-83.013582,40.0071635,-83.0516705,member
5B5BB381D1E0BE22,classic_bike,2022-01-04 15:31:34,2022-01-04 15:57:06,Mallway Park at Arlington Ave,77,Mallway Park at Arlington Ave,77,39.9988165,-83.0617315,39.9988165,-83.0617315,casual
9F874FE2296A1B7D,classic_bike,2022-01-20 09:45:27,2022-01-20 09:51:15,High St & 11th Ave,51,High St & King Ave,50,39.9947255,-83.0071245,39.9901425,-83.0058285,casual
26742E558F6EC51C,electric_bike,2022-01-06 15:36:32,2022-01-06 15:42:01,Summit St & 17th Ave,84,High St & Lane Ave,83,40.001957,-83.00116116666666,40.0063975,-83.009192,casual
317FA3057C3F1246,classic_bike,2022-01-13 18:18:49,2022-01-13 18:33:03,Livingston Park,14,High St & Broad St,13,39.951377,-82.9790935,39.962012,-83.001122,member
EDA88A4207CA2ED7,classic_bike,2022-01-21 16:00:22,2022-01-21 16:01:16,Columbus College of Art & Design,26,Columbus College of Art & Design,26,39.9651575,-82.990458,39.9651575,-82.990458,casual
04379F68149F1F5C,classic_bike,2022-01-07 12:57:20,2022-01-07 13:15:56,North Market,20,Bank St & Frankfort St,8,39.9721975,-83.0035705,39.9465955,-83.0003495,casual
DEB26345171BD0A2,classic_bike,2022-01-04 17:51:04,2022-01-04 18:26:00,North Bank Park,92,Neil Ave & Buttles Ave,22,39.964999,-83.0087715,39.9774165,-83.0115745,casual
0C1676C88C3CCF9F,electric_bike,2022-01-04 20:23:27,2022-01-04 20:27:28,High St & Lane Ave,83,Summit St & 17th Ave,84,40.006345833333334,-83.00921483333333,40.001957,-83.0011625,casual
502FD26F3B6F6079,classic_bike,2022-01-15 14:18:27,2022-01-15 14:22:32,King Arts Complex,115,Cleveland Ave & Mt Vernon Ave,25,39.97110065411914,-82.97900676727295,39.969191,-82.9908015,casual
24633267C5D62B44,electric_bike,2022-01-27 10:58:51,2022-01-27 11:41:12,High St & 2nd Ave,24,3rd St & Sycamore St,10,39.98285333333333,-83.0046845,39.949433,-82.995355,casual
A6AC24FBC98535F2,electric_bike,2022-01-27 10:58:54,2022-01-27 11:41:02,High St & 2nd Ave,24,3rd St & Sycamore St,10,39.98282666666667,-83.004727,39.949433,-82.995355,casual
41C591732DA74509,electric_bike,2022-01-21 04:35:10,2022-01-21 04:41:59,Neil Ave & Buttles Ave,22,Market District & 3rd Ave,62,39.97741283333333,-83.01157,39.985822,-83.027448,casual
F596E103DFC3CD6A,electric_bike,2022-01-20 19:08:15,2022-01-20 19:19:21,,,Columbus Commons - Rich St,9,39.95,-82.98,39.957608,-82.998107,member
BFD4A73279C8CA2C,classic_bike,2022-01-30 12:46:52,2022-01-30 12:50:11,High St & Broad St,13,Columbus Commons - Rich St,9,39.962012,-83.001122,39.957608,-82.998107,member
EDCA0CAFCDF6C028,docked_bike,2022-01-01 00:38:32,2022-01-01 01:12:33,Dorrian Commons - Mound St,5,Columbus Commons - Rich St,9,39.9546,-82.998983,39.957608,-82.998107,casual
2672934B8029AA43,classic_bike,2022-01-04 11:49:52,2022-01-04 12:00:01,Library - Main Branch,28,Columbus Commons - Rich St,9,39.961557,-82.9908445,39.957608,-82.998107,member
BF9BFC4E85A652C8,classic_bike,2022-01-19 09:02:53,2022-01-19 09:02:56,Columbus Commons - Rich St,9,Columbus Commons - Rich St,9,39.957608,-82.998107,39.957608,-82.998107,member
8BD9E306A29C3835,classic_bike,2022-01-03 07:29:48,2022-01-03 07:34:46,Bank St & Frankfort St,8,Dorrian Commons - Mound St,5,39.9465955,-83.0003495,39.9546,-82.998983,member
F31071A136AB6C96,electric_bike,2022-01-02 12:25:39,2022-01-02 12:38:19,,,3rd St & Gay St,18,39.94,-82.99,39.963983,-82.9986475,member
596BA9AC7BDB03E2,electric_bike,2022-01-31 08:50:30,2022-01-31 09:03:24,Schiller Park - Stewart Ave,6,3rd St & Gay St,18,39.942034666666665,-82.99508516666667,39.963983,-82.9986475,casual
CAAA74496323BA42,classic_bike,2022-01-12 18:23:00,2022-01-12 18:30:57,Neil Ave & Buttles Ave,22,Thompson Park at Hunter Ave,95,39.9774165,-83.0115745,39.9869065,-83.009456,member
8357CEFF97F529C8,classic_bike,2022-01-27 23:19:24,2022-01-27 23:32:49,Jaeger St & Whittier St,59,3rd St & Gay St,18,39.9446015,-82.9894985,39.963983,-82.9986475,casual
4883A971DBBF1C5B,docked_bike,2022-01-12 10:34:32,2022-01-12 10:59:57,COSI,19,COSI,19,39.96116,-83.006486,39.96116,-83.006486,casual
90BC1D83F7D5A171,docked_bike,2022-01-12 11:06:53,2022-01-12 13:37:02,COSI,19,COSI,19,39.96116,-83.006486,39.96116,-83.006486,casual
CD6808DB8EB7519C,classic_bike,2022-01-14 19:30:05,2022-01-14 19:39:22,High St & 2nd Ave,24,High St & 11th Ave,51,39.982784,-83.004787,39.9947255,-83.0071245,casual
8ABB1A6BCEAE24F3,classic_bike,2022-01-14 19:30:07,2022-01-14 19:39:24,High St & 2nd Ave,24,High St & 11th Ave,51,39.982784,-83.004787,39.9947255,-83.0071245,casual
7ACA95DBB7C21027,electric_bike,2022-01-31 21:47:30,2022-01-31 22:22:57,North Bank Park,92,Northwest Blvd & Chambers Rd,94,39.96504933333333,-83.00875233333333,39.9935795,-83.0422135,casual
F172E7A76EA1F812,docked_bike,2022-01-12 11:23:19,2022-01-12 15:03:56,City Hall,2,COSI,19,39.962989,-83.004253,39.96116,-83.006486,casual
CDA952C6E52B4B47,electric_bike,2022-01-29 15:18:01,2022-01-29 15:21:51,,,Sensenbrenner Park,16,39.96,-83.0,39.9685285,-83.001614,casual
24DE9586EA4BD5F5,electric_bike,2022-01-07 15:11:59,2022-01-07 15:15:44,,,Sensenbrenner Park,16,39.96,-83.0,39.9685285,-83.001614,casual
2FF5C36A612DA9A2,classic_bike,2022-01-30 01:13:08,2022-01-30 01:26:57,High St & 11th Ave,51,Northwest Blvd & Chambers Rd,94,39.9947255,-83.0071245,39.9935795,-83.0422135,casual
4A181A347DA7808C,electric_bike,2022-01-21 10:11:41,2022-01-21 10:24:32,Wellesley Dr & Lane Ave,75,North Star Rd & Northwest Blvd,76,40.00718416666667,-83.0517085,39.9967685,-83.0490005,casual
6B03E1DC6E356CF8,classic_bike,2022-01-30 01:56:47,2022-01-30 02:13:43,Michigan Ave & 3rd Ave,55,Northwest Blvd & Chambers Rd,94,39.984092,-83.016892,39.9935795,-83.0422135,casual
EB5C7B287B96B7B6,electric_bike,2022-01-27 22:04:16,2022-01-27 22:21:06,Nationwide Arena - Front St,11,High St & 4th Ave,48,39.968719666666665,-83.0038335,39.985221,-83.0054595,casual
DF3CB6B8D42C9DBA,classic_bike,2022-01-27 22:04:48,2022-01-27 22:21:12,Nationwide Arena - Front St,11,High St & 4th Ave,48,39.969172,-83.0040165,39.985221,-83.0054595,casual
8A47A2FDF8BFD936,classic_bike,2022-01-27 22:04:01,2022-01-27 22:21:14,Nationwide Arena - Front St,11,High St & 4th Ave,48,39.969172,-83.0040165,39.985221,-83.0054595,casual
C781E90FC879B7F1,classic_bike,2022-01-27 22:04:41,2022-01-27 22:21:09,Nationwide Arena - Front St,11,High St & 4th Ave,48,39.969172,-83.0040165,39.985221,-83.0054595,casual
69CCF61D36E94EDD,classic_bike,2022-01-29 12:55:46,2022-01-29 13:02:48,High St & Broad St,13,Front St & Beck St,3,39.962012,-83.001122,39.950149,-83.0002435,member
BB0F9C176349A72C,classic_bike,2022-01-04 14:39:22,2022-01-04 15:04:18,Livingston Park,14,Neil Ave & King Ave,54,39.951377,-82.9790935,39.9902415,-83.013582,member
655E2C72B278B0F7,classic_bike,2022-01-02 18:23:21,2022-01-02 18:32:33,High St & Broad St,13,Front St & Beck St,3,39.962012,-83.001122,39.950149,-83.0002435,member
E67D8F6955E23A67,classic_bike,2022-01-16 11:27:24,2022-01-16 11:36:16,North Market,20,High St & King Ave,50,39.9721975,-83.0035705,39.9901425,-83.0058285,member
670EF06A71D2564E,classic_bike,2022-01-16 15:56:10,2022-01-16 16:05:49,Scioto Audubon Center,4,Front St & Beck St,3,39.945884,-83.0090465,39.950149,-83.0002435,member
5E57833604B3AFE0,electric_bike,2022-01-02 14:57:54,2022-01-02 15:05:37,,,Front St & Beck St,3,39.97,-83.0,39.950149,-83.0002435,member
EF82CA9572FE7D2B,classic_bike,2022-01-13 15:30:34,2022-01-13 15:34:18,High St & King Ave,50,Neil Ave & King Ave,54,39.9901425,-83.0058285,39.9902415,-83.013582,member
2BBD0A3870AE285F,electric_bike,2022-01-15 15:47:58,2022-01-15 16:22:08,Neil Ave & King Ave,54,Neil Ave & King Ave,54,39.99025966666667,-83.01356733333333,39.9902415,-83.013582,member
403FD0129963EF88,electric_bike,2022-01-09 17:22:10,2022-01-09 17:26:36,Schiller Park - Stewart Ave,6,Front St & Beck St,3,39.94201433333333,-82.99505816666667,39.950149,-83.0002435,member
AAE54E809D4B876D,electric_bike,2022-01-03 22:07:55,2022-01-03 22:12:24,Schiller Park - Stewart Ave,6,Front St & Beck St,3,39.94203266666667,-82.99501533333333,39.950149,-83.0002435,member
38B603D3F199CDFA,classic_bike,2022-01-31 17:24:58,2022-01-31 17:31:40,Schiller Park - Stewart Ave,6,Front St & Beck St,3,39.941996,-82.9950175,39.950149,-83.0002435,member
301332710CCB437F,classic_bike,2022-01-06 14:58:58,2022-01-06 15:04:36,High St & King Ave,50,Neil Ave & King Ave,54,39.9901425,-83.0058285,39.9902415,-83.013582,member
B08905E7FCAD5D5F,classic_bike,2022-01-16 12:31:34,2022-01-16 12:38:59,High St & Broad St,13,Front St & Beck St,3,39.962012,-83.001122,39.950149,-83.0002435,member
F9D0021FE50D8FD4,docked_bike,2022-01-04 17:28:23,2022-01-04 17:47:01,Scioto Audubon Center,4,North Bank Park,92,39.945884,-83.009047,39.964999,-83.008772,casual
2F74DACBF27833BC,classic_bike,2022-01-27 12:42:51,2022-01-27 12:47:09,Summit St & 17th Ave,84,High St & 17th Ave,52,40.001957,-83.0011625,40.001107,-83.0083875,casual
5DAF645BB58BD36F,classic_bike,2022-01-15 15:14:28,2022-01-15 16:08:22,Bicentennial Park,1,Bicentennial Park,1,39.955924,-83.0032215,39.955924,-83.0032215,casual
10D2702591CD524C,classic_bike,2022-01-15 15:18:46,2022-01-15 16:08:13,Bicentennial Park,1,Bicentennial Park,1,39.955924,-83.0032215,39.955924,-83.0032215,casual
81E1D0EBEEC8BC58,classic_bike,2022-01-16 13:44:22,2022-01-16 13:57:05,Lucas St & Town St,45,Parsons Ave & Oak St,30,39.9574,-83.01138,39.9632325,-82.981344,casual
32ADBF80173E48AE,classic_bike,2022-01-05 14:29:35,2022-01-05 15:02:10,Parsons Ave & Oak St,30,Parsons Ave & Oak St,30,39.9632325,-82.981344,39.9632325,-82.981344,member
BF24B6DE1E843464,classic_bike,2022-01-19 15:11:47,2022-01-19 15:36:17,Neil Ave & 10th Ave,53,Parsons Ave & Oak St,30,39.9940515,-83.014305,39.9632325,-82.981344,member
13C098604399889C,classic_bike,2022-01-25 20:44:43,2022-01-25 20:51:16,Summit St & Hudson St,89,Summit St & 17th Ave,84,40.0146755,-83.000232,40.001957,-83.0011625,casual
722F64CEACF0DF3F,electric_bike,2022-01-23 10:19:47,2022-01-23 10:19:58,Parsons Ave & Oak St,30,Parsons Ave & Oak St,30,39.96324516666667,-82.98138616666667,39.9632325,-82.981344,casual
04C84B1DF8B6FEBD,classic_bike,2022-01-23 13:52:23,2022-01-23 14:06:12,Lucas St & Town St,45,Parsons Ave & Oak St,30,39.9574,-83.01138,39.9632325,-82.981344,casual
400AAC8043B05384,classic_bike,2022-01-13 16:33:07,2022-01-13 17:00:08,Neil Ave & 10th Ave,53,Parsons Ave & Oak St,30,39.9940515,-83.014305,39.9632325,-82.981344,member
E4BFAF9CAE68D209,classic_bike,2022-01-05 14:29:01,2022-01-05 15:02:13,Parsons Ave & Oak St,30,Parsons Ave & Oak St,30,39.9632325,-82.981344,39.9632325,-82.981344,member
EC7FCA7CCEA01874,classic_bike,2022-01-28 15:45:41,2022-01-28 16:06:37,COSI,19,GO FITNESS IV (Italian Village) 4th/1st,47,39.96116,-83.0064855,39.980568,-82.998027,casual
